PartNo,Status,ClassAndTier,Department,BargainingUnit,Classification,Gender,BenefitService,EligibilityService,DateOfBirth,Salary,EEContribBal,EEContribRate,PartTimePercentage,SecondGender,SecondDateOfBirth,AnnOpt,SSAOpt,YrsCertain,DropPct,CAPopupPct,AnnPmtPct,SSAAmount,SSADropYear,OriginalBenefit,CurrentBenefit,SimpleDBOpt,StatusDate,Weight
1,Active,Misc.Tier1.Classic.2@55,,VCEA.2,Misc,M,6.66,7.59,02/24/1966,88622.16,0,0,1,,,,,,,,,,,,,,,1
2,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,F,7.12,7.15,03/06/1964,59382.48,0,0,1,,,,,,,,,,,,,,,1
3,Active,Misc.Tier1.Classic.2@55,,VCEA.2,Misc,F,7.16,7.2,06/18/1974,52389.36,0,0,1,,,,,,,,,,,,,,,1
4,Active,Misc.Tier1.Classic.2@55,,VPOA.1,Misc,F,12.04,12.05,05/12/1971,76124.04,0,0,1,,,,,,,,,,,,,,,1
5,Active,Misc.Tier1.Classic.2@55,,VMO.1,Misc,F,10.21,13,08/09/1979,89408.4,0,0,1,,,,,,,,,,,,,,,1
6,Active,Misc.Tier1.PEPRA,,VCEA.2,Misc,M,4.16,4.191,02/02/1966,86962.08,0,0,1,,,,,,,,,,,,,,,1
7,Active,Fire.Classic.30@50,,VFA.2,Fire,M,17.33,17.4,03/08/1972,104526.12,0,0,1,,,,,,,,,,,,,,,1
8,Active,Misc.Tier1.PEPRA,,VCEA.2,Misc,F,1.94,2,09/25/1966,51096.96,0,0,1,,,,,,,,,,,,,,,1
9,Active,Police.Classic.30@50,,VPMA.1,Police,M,16.58,18.573,08/15/1976,156899.04,0,0,1,,,,,,,,,,,,,,,1
10,Active,Misc.Tier1.PEPRA,,VMO.2,Misc,M,0.58,0.6,05/15/1985,103738.68,0,0,1,,,,,,,,,,,,,,,1
11,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,15.21,15.25,11/23/1970,62550.36,0,0,1,,,,,,,,,,,,,,,1
12,Active,Misc.Tier1.PEPRA,,EL39.3,Misc,M,0.33,3.905,06/15/1982,80823.96,0,0,1,,,,,,,,,,,,,,,1
13,Active,Police.PEPRA.2@57,,VPOA.2,Police,M,0.12,0.05,06/21/1985,81451.32,0,0,1,,,,,,,,,,,,,,,1
14,Active,Police.Classic.30@50,,VPOA.1,Police,F,9.99,10,12/02/1981,98946.12,0,0,1,,,,,,,,,,,,,,,1
15,Active,Misc.Tier1.Classic.2@55,,VMO.2,Misc,F,4.51,6.806,06/12/1983,91057.32,0,0,1,,,,,,,,,,,,,,,1
16,Active,Misc.Tier1.Classic.2@55,,VCEA.1,Misc,F,25.61,25.739,12/06/1956,65312.64,0,0,1,,,,,,,,,,,,,,,1
17,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,17.2,17.25,03/13/1958,60192.6,0,0,1,,,,,,,,,,,,,,,1
18,Active,Misc.Tier1.Classic.2@55,,VMO.1,Misc,F,19.49,19.596,04/11/1968,133032,0,0,1,,,,,,,,,,,,,,,1
19,Active,Misc.Tier1.Classic.2@55,,AMG.1,Misc,F,12.1,11.638,08/22/1978,129461.88,0,0,1,,,,,,,,,,,,,,,1
20,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,10.12,11.667,11/04/1970,80823.96,0,0,1,,,,,,,,,,,,,,,1
21,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,4.99,5,07/16/1974,86880.36,0,0,1,,,,,,,,,,,,,,,1
22,Active,Misc.Tier1.PEPRA,,EL39.3,Misc,M,2.75,2.824,11/06/1961,76975.68,0,0,1,,,,,,,,,,,,,,,1
23,Active,Misc.Tier1.Classic.2@55,,VMO.2,Misc,M,16.12,35.111,02/14/1955,133032,0,0,1,,,,,,,,,,,,,,,1
24,Active,Misc.Tier1.Classic.2@55,,VCEA.1,Misc,M,12.29,12.35,08/04/1957,92800.32,0,0,1,,,,,,,,,,,,,,,1
25,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,10.37,10.449,05/21/1961,68009.28,0,0,1,,,,,,,,,,,,,,,1
26,Active,Fire.PEPRA.2@57,,VFA.2,Fire,M,1.79,1.947,10/30/1987,85993.2,0,0,1,,,,,,,,,,,,,,,1
27,Active,Misc.Tier1.Classic.2@55,,VMO.1,Misc,F,18.41,24.4,07/24/1962,104799.12,0,0,1,,,,,,,,,,,,,,,1
28,Active,Fire.Classic.30@50,,VFA.1,Fire,M,15.91,16.423,07/06/1978,125251.92,0,0,1,,,,,,,,,,,,,,,1
29,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,5.51,8.754,09/27/1974,86880.36,0,0,1,,,,,,,,,,,,,,,1
30,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,22.08,22.074,07/18/1958,74899.32,0,0,1,,,,,,,,,,,,,,,1
31,Active,Misc.Tier1.Classic.2@55,,VCEA.2,Misc,M,5.66,7,07/15/1986,75212.04,0,0,1,,,,,,,,,,,,,,,1
32,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,10.41,10.499,03/01/1977,64770.84,0,0,1,,,,,,,,,,,,,,,1
33,Active,Misc.Tier1.Classic.2@55,,AMG.1,Misc,F,12.41,12.5,05/16/1961,70117.56,0,0,1,,,,,,,,,,,,,,,1
34,Active,Misc.Tier1.PEPRA,,DH.2,Misc,M,3.21,3.178,05/08/1965,188026.08,0,0,1,,,,,,,,,,,,,,,1
35,Active,Fire.Classic.30@50,,VFA.2,Fire,M,16.62,17.976,12/29/1976,99548.4,0,0,1,,,,,,,,,,,,,,,1
36,Active,Fire.Classic.30@50,,VFA.2,Fire,M,17.29,19.493,04/27/1972,104526.12,0,0,1,,,,,,,,,,,,,,,1
37,Active,Misc.Tier1.PEPRA,,VCEA.2,Misc,F,2,2,11/05/1991,45250.92,0,0,1,,,,,,,,,,,,,,,1
38,Active,Police.PEPRA.2@57,,VPOA.2,Police,M,0.33,0.3,07/30/1988,85511.52,0,0,1,,,,,,,,,,,,,,,1
39,Active,Fire.Classic.30@50,,VFA.2,Fire,M,18.58,22.498,01/14/1970,125251.92,0,0,1,,,,,,,,,,,,,,,1
40,Active,Misc.Tier1.Classic.2@55,,VCEA.1,Misc,M,18.21,19.971,01/21/1974,63335.52,0,0,1,,,,,,,,,,,,,,,1
41,Active,Police.Classic.2@50,,VPOA.2,Police,M,0.33,9,12/05/1981,89772.84,0,0,1,,,,,,,,,,,,,,,1
42,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,9.79,12.462,02/26/1981,66362.04,0,0,1,,,,,,,,,,,,,,,1
43,Active,Misc.Tier1.PEPRA,,VCEA.2,Misc,F,0.87,1.79,11/12/1981,49782.6,0,0,1,,,,,,,,,,,,,,,1
44,Active,Misc.Tier1.PEPRA,,VMO.2,Misc,M,3.25,3.3,12/31/1987,94304.28,0,0,1,,,,,,,,,,,,,,,1
45,Active,Fire.Classic.30@50,,VFA.2,Fire,M,16.62,16.75,07/15/1975,111992.16,0,0,1,,,,,,,,,,,,,,,1
46,Active,Misc.Tier1.Classic.2@55,,VCEA.1,Misc,F,21.71,21.85,07/17/1967,65312.64,0,0,1,,,,,,,,,,,,,,,1
47,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,3.37,12.471,07/27/1970,80823.96,0,0,1,,,,,,,,,,,,,,,1
48,Active,Misc.Tier1.Classic.2@55,,VCEA.1,Misc,F,9.48,9.764,05/31/1982,50727.24,0,0,1,,,,,,,,,,,,,,,1
49,Active,Misc.Tier1.Classic.2@55,,VMO.1,Misc,M,22,22.583,06/02/1968,129468.24,0,0,1,,,,,,,,,,,,,,,1
50,Active,Police.Classic.30@50,,CC.1,Not Eligible,M,6.54,0,04/22/1967,9948,0,0,1,,,,,,,,,,,,,,,0
51,Active,Misc.Tier1.Classic.2@55,,VCEA.2,Misc,F,21.46,21.46,09/09/1963,70510.8,0,0,1,,,,,,,,,,,,,,,1
52,Active,Fire.Classic.30@50,,VFA.1,Fire,M,10.46,10.55,10/16/1978,111992.16,0,0,1,,,,,,,,,,,,,,,1
53,Active,Misc.Tier1.PEPRA,,VMO.2,Misc,F,0.04,0,08/12/1986,76568.76,0,0,1,,,,,,,,,,,,,,,1
54,Active,Misc.Tier1.Classic.2@55,,VMO.1,Misc,M,14.98,26.3,09/04/1965,133032,0,0,1,,,,,,,,,,,,,,,1
55,Active,Fire.Classic.30@50,,VFA.1,Fire,M,10.46,10.55,06/19/1976,111992.16,0,0,1,,,,,,,,,,,,,,,1
56,Active,Misc.Tier1.Classic.2@55,,VCEA.2,Misc,F,3.46,12.05,02/08/1978,67366.44,0,0,1,,,,,,,,,,,,,,,1
57,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,17.85,18,05/27/1959,80823.96,0,0,1,,,,,,,,,,,,,,,1
58,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,26.21,26.25,03/23/1949,82749.36,0,0,1,,,,,,,,,,,,,,,1
59,Active,Police.Classic.30@50,,VPOA.1,Police,M,12.75,12.895,07/09/1977,98946.12,0,0,1,,,,,,,,,,,,,,,1
60,Active,Misc.Tier1.Classic.2@55,,VCEA.1,Misc,F,21.25,22.219,08/14/1975,58740.72,0,0,1,,,,,,,,,,,,,,,1
61,Active,Police.Classic.30@50,,VPMA.1,Police,M,11.58,22.852,06/06/1972,132154.92,0,0,1,,,,,,,,,,,,,,,1
62,Active,Misc.Tier1.PEPRA,,VMO.2,Misc,F,0.71,0.741,02/15/1987,64175.04,0,0,1,,,,,,,,,,,,,,,1
63,Active,Misc.Tier1.PEPRA,,EL39.3,Misc,M,1.83,1.919,07/31/1985,54596.16,0,0,1,,,,,,,,,,,,,,,1
64,Active,Misc.Tier1.Classic.2@55,,AMG.1,Misc,F,10.79,18.965,11/11/1972,112651.8,0,0,1,,,,,,,,,,,,,,,1
65,Active,Misc.Tier1.Classic.2@55,,VMO.2,Misc,M,26.08,26.1,10/25/1956,118081.56,0,0,1,,,,,,,,,,,,,,,1
66,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,1.91,2,12/02/1979,76973.4,0,0,1,,,,,,,,,,,,,,,1
67,Active,Fire.Classic.30@50,,VFA.2,Fire,M,14.58,14.7,07/11/1977,125251.92,0,0,1,,,,,,,,,,,,,,,1
68,Active,Misc.Tier1.PEPRA,,EL39.3,Misc,F,3.41,3.488,07/29/1979,57326.16,0,0,1,,,,,,,,,,,,,,,1
69,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,9.08,18.686,05/01/1969,82749.36,0,0,1,,,,,,,,,,,,,,,1
70,Active,Misc.Tier1.Classic.2@55,,VMO.1,Misc,F,14.16,14.2,01/17/1979,97312.68,0,0,1,,,,,,,,,,,,,,,1
71,Active,Police.Classic.2@50,,VPOA.2,Police,M,3.12,10.07,07/04/1980,98946.12,0,0,1,,,,,,,,,,,,,,,1
72,Active,Misc.Tier1.PEPRA,,VCEA.2,Misc,F,0.66,0.7,05/07/1975,47900.76,0,0,1,,,,,,,,,,,,,,,1
73,Active,Police.PEPRA.2@57,,VPOA.2,Police,M,0.75,0.8,10/02/1989,85511.52,0,0,1,,,,,,,,,,,,,,,1
74,Active,Misc.Tier1.PEPRA,,AMG.2,Misc,F,3.96,4,05/10/1990,55800.72,0,0,1,,,,,,,,,,,,,,,1
75,Active,Police.Classic.30@50,,VPOA.1,Police,M,16.58,18,09/15/1975,98946.12,0,0,1,,,,,,,,,,,,,,,1
76,Active,Misc.Tier1.PEPRA,,AMG.2,Misc,F,1.5,1.6,01/06/1972,71339.16,0,0,1,,,,,,,,,,,,,,,1
77,Active,Fire.PEPRA.2@57,,VFA.2,Fire,M,1.79,1.95,01/11/1989,96742.56,0,0,1,,,,,,,,,,,,,,,1
78,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,6.2,6.248,11/02/1988,77151.6,0,0,1,,,,,,,,,,,,,,,1
79,Active,Police.Classic.2@50,,VPOA.2,Police,M,3.75,3.9,01/19/1984,98946.12,0,0,1,,,,,,,,,,,,,,,1
80,Active,Fire.Classic.30@50,,FMG.2,Fire,M,17.33,17.814,12/05/1973,150584.16,0,0,1,,,,,,,,,,,,,,,1
81,Active,Misc.Tier1.Classic.2@55,,AMG.1,Misc,F,19.12,19.15,09/13/1955,70117.56,0,0,1,,,,,,,,,,,,,,,1
82,Active,Misc.Tier1.Classic.2@55,,VMO.1,Misc,F,15.66,15.8,11/08/1973,97312.68,0,0,1,,,,,,,,,,,,,,,1
83,Active,Fire.Classic.30@50,,VFA.1,Fire,M,15.91,17.032,07/07/1977,117591.84,0,0,1,,,,,,,,,,,,,,,1
84,Active,Misc.Tier1.PEPRA,,VCEA.2,Misc,F,2.29,2.35,09/06/1977,45256.56,0,0,1,,,,,,,,,,,,,,,1
85,Active,Police.PEPRA.2@57,,VPOA.2,Police,M,1.66,4.476,03/08/1981,89772.84,0,0,1,,,,,,,,,,,,,,,1
86,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,25.09,25.12,11/16/1953,74899.32,0,0,1,,,,,,,,,,,,,,,1
87,Active,Misc.Tier1.Classic.2@55,,VMO.1,Misc,M,15.21,16.128,07/08/1969,120070.56,0,0,1,,,,,,,,,,,,,,,1
88,Active,Fire.Classic.30@50,,VFA.2,Fire,M,24.96,25,08/16/1963,125251.92,0,0,1,,,,,,,,,,,,,,,1
89,Active,Fire.Classic.30@50,,VFA.2,Fire,M,21.53,21.65,09/16/1970,117591.84,0,0,1,,,,,,,,,,,,,,,1
90,Active,Misc.Tier1.PEPRA,,EL39.3,Misc,M,2.5,2.547,04/05/1983,53287.2,0,0,1,,,,,,,,,,,,,,,1
91,Active,Fire.PEPRA.2@57,,VFA.2,Fire,M,1.79,3.785,07/10/1989,96742.56,0,0,1,,,,,,,,,,,,,,,1
92,Active,Fire.PEPRA.2@57,,VFA.2,Fire,M,1.73,2.596,12/01/1987,96742.56,0,0,1,,,,,,,,,,,,,,,1
93,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,16.95,17,03/08/1970,74899.32,0,0,1,,,,,,,,,,,,,,,1
94,Active,Misc.Tier1.Classic.2@55,,VCEA.2,Misc,F,4.61,4.704,10/05/1989,55800.48,0,0,1,,,,,,,,,,,,,,,1
95,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,1.48,10.103,09/06/1959,80823.96,0,0,1,,,,,,,,,,,,,,,1
96,Active,Misc.Tier1.Classic.2@55,,VMO.1,Misc,M,26.13,26.168,11/06/1952,174604.56,0,0,1,,,,,,,,,,,,,,,1
97,Active,Police.Classic.30@50,,VPOA.2,Police,M,20.58,26.425,07/24/1969,98946.12,0,0,1,,,,,,,,,,,,,,,1
98,Active,Misc.Tier1.Classic.2@55,,VMO.1,Misc,M,27,27,06/27/1969,107705.16,0,0,1,,,,,,,,,,,,,,,1
99,Active,Misc.Tier1.Classic.2@55,,VCEA.1,Misc,F,16.49,16.238,05/21/1979,65312.64,0,0,1,,,,,,,,,,,,,,,1
100,Active,Misc.Tier1.PEPRA,,VCEA.2,Misc,F,2,2,05/27/1990,61845.72,0,0,1,,,,,,,,,,,,,,,1
101,Active,Misc.Tier1.PEPRA,,EL39.3,Misc,F,1.46,1.505,06/22/1981,76975.68,0,0,1,,,,,,,,,,,,,,,1
102,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,14.62,14.75,11/20/1966,77151.6,0,0,1,,,,,,,,,,,,,,,1
103,Active,Fire.PEPRA.2@57,,VFA.2,Fire,M,1.79,1.95,08/21/1989,87068.28,0,0,1,,,,,,,,,,,,,,,1
104,Active,Fire.Classic.30@50,,VFA.1,Fire,M,15.91,19.063,09/12/1975,104526.12,0,0,1,,,,,,,,,,,,,,,1
105,Active,Fire.PEPRA.2@57,,FMG.2,Fire,M,0.71,2.646,09/28/1960,157469.52,0,0,1,,,,,,,,,,,,,,,1
106,Active,Fire.Classic.30@50,,VFA.2,Fire,M,15.91,17.707,01/17/1974,117591.84,0,0,1,,,,,,,,,,,,,,,1
107,Active,Police.Classic.2@50,,VPOA.2,Police,F,1.79,9.512,03/28/1984,98946.12,0,0,1,,,,,,,,,,,,,,,1
108,Active,Misc.Tier1.Classic.2@55,,VCEA.1,Misc,F,11.08,11.1,10/27/1958,53263.92,0,0,1,,,,,,,,,,,,,,,1
109,Active,Misc.Tier1.Classic.2@55,,VMO.2,Misc,M,23.37,23.45,08/12/1966,111948,0,0,1,,,,,,,,,,,,,,,1
110,Active,Misc.Tier1.PEPRA,,VCEA.2,Misc,F,1.16,1.2,05/21/1984,45256.56,0,0,1,,,,,,,,,,,,,,,1
111,Active,Police.Classic.30@50,,VPOA.1,Police,F,22.7,22.85,06/12/1966,98946.12,0,0,1,,,,,,,,,,,,,,,1
112,Active,Misc.Tier1.Classic.2@55,,VPOA.2,Misc,F,1.96,14.573,03/28/1974,69046.44,0,0,1,,,,,,,,,,,,,,,1
113,Active,Fire.Classic.30@50,,VFA.2,Fire,M,17.33,17.151,11/10/1972,125251.92,0,0,1,,,,,,,,,,,,,,,1
114,Active,Police.Classic.2@50,,VPOA.2,Police,M,4.79,20,05/08/1971,98946.12,0,0,1,,,,,,,,,,,,,,,1
115,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,17.2,17.25,02/13/1959,71409.72,0,0,1,,,,,,,,,,,,,,,1
116,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,21.25,21.3,08/15/1952,75184.56,0,0,1,,,,,,,,,,,,,,,1
117,Active,Misc.Tier1.Classic.2@55,,VMO.1,Misc,F,10.76,13.253,01/12/1978,116479.08,0,0,1,,,,,,,,,,,,,,,1
118,Active,Misc.Tier1.Classic.2@55,,AMG.1,Misc,F,17.83,20.692,02/15/1959,148310.16,0,0,1,,,,,,,,,,,,,,,1
119,Active,Fire.Classic.30@50,,VFA.1,Fire,M,14.58,14.7,06/29/1981,125251.92,0,0,1,,,,,,,,,,,,,,,1
120,Active,Misc.Tier1.Classic.2@55,,VCEA.1,Misc,M,10.46,10.537,06/21/1982,65312.64,0,0,1,,,,,,,,,,,,,,,1
121,Active,Misc.Tier1.PEPRA,,VCEA.2,Misc,M,1.66,1.8,03/11/1991,57447.12,0,0,1,,,,,,,,,,,,,,,1
122,Active,Misc.Tier1.PEPRA,,EL39.3,Misc,M,2.54,3.302,08/04/1972,82743.6,0,0,1,,,,,,,,,,,,,,,1
123,Active,Misc.Tier1.Classic.2@55,,VCEA.1,Misc,F,10.71,10.848,01/03/1953,58590.72,0,0,1,,,,,,,,,,,,,,,1
124,Active,Police.Classic.30@50,,VPMA.2,Police,M,17.46,19.87,10/26/1974,181633.44,0,0,1,,,,,,,,,,,,,,,1
125,Active,Misc.Tier1.PEPRA,,AMG.2,Misc,M,0.82,3,06/25/1979,98400,0,0,1,,,,,,,,,,,,,,,1
126,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,10.16,10.199,05/17/1970,74899.32,0,0,1,,,,,,,,,,,,,,,1
127,Active,Police.Classic.30@50,,VPMA.1,Police,M,19.41,28.806,01/20/1969,132154.92,0,0,1,,,,,,,,,,,,,,,1
128,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,11.91,23,04/09/1960,80823.96,0,0,1,,,,,,,,,,,,,,,1
129,Active,Police.Classic.30@50,,VPOA.2,Police,M,18.58,21,07/27/1969,98946.12,0,0,1,,,,,,,,,,,,,,,1
130,Active,Fire.Classic.30@50,,VFA.1,Fire,M,10.46,10.55,03/30/1980,111992.16,0,0,1,,,,,,,,,,,,,,,1
131,Active,Police.Classic.30@50,,VPOA.1,Police,M,12.54,18.094,02/11/1974,98946.12,0,0,1,,,,,,,,,,,,,,,1
132,Active,Police.Classic.30@50,,VPOA.1,Police,M,9.66,11.605,03/18/1979,98946.12,0,0,1,,,,,,,,,,,,,,,1
133,Active,Misc.Tier1.Classic.2@55,,VMO.1,Misc,M,9.78,13.938,03/27/1961,91057.32,0,0,1,,,,,,,,,,,,,,,1
134,Active,Misc.Tier1.PEPRA,,VCEA.2,Misc,F,1.5,1.6,02/06/1979,43096.56,0,0,1,,,,,,,,,,,,,,,1
135,Active,Misc.Tier1.Classic.2@55,,VCEA.1,Misc,F,10.87,10.792,05/09/1974,52810.68,0,0,1,,,,,,,,,,,,,,,1
136,Active,Misc.Tier1.PEPRA,,VMO.2,Misc,M,3.91,4,03/05/1985,112586.16,0,0,1,,,,,,,,,,,,,,,1
137,Active,Misc.Tier1.Classic.2@55,,VCEA.1,Misc,M,17.29,17.35,12/11/1971,61127.04,0,0,1,,,,,,,,,,,,,,,1
138,Active,Misc.Tier1.Classic.2@55,,AMG.2,Misc,F,21.66,22.736,05/19/1959,131385.12,0,0,1,,,,,,,,,,,,,,,1
139,Active,Misc.Tier1.Classic.2@55,,VMO.1,Misc,F,19.16,19.2,07/31/1967,80948.76,0,0,1,,,,,,,,,,,,,,,1
140,Active,Misc.Tier1.PEPRA,,VCEA.2,Misc,M,1.25,2.098,03/25/1977,51986.04,0,0,1,,,,,,,,,,,,,,,1
141,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,15.96,16,03/23/1972,64770.84,0,0,1,,,,,,,,,,,,,,,1
142,Active,Misc.Tier1.Classic.2@55,,VMO.2,Misc,F,1.62,12.788,03/02/1981,116235,0,0,1,,,,,,,,,,,,,,,1
143,Active,Fire.Classic.30@50,,DH.2,Fire,M,27.35,28,07/13/1966,224993.16,0,0,1,,,,,,,,,,,,,,,1
144,Active,Police.Classic.30@50,,VPOA.1,Police,F,8.97,9,05/23/1985,98946.12,0,0,1,,,,,,,,,,,,,,,1
145,Active,Misc.Tier1.PEPRA,,EL39.3,Misc,F,4.29,4.107,07/09/1992,63202.08,0,0,1,,,,,,,,,,,,,,,1
146,Active,Misc.Tier1.PEPRA,,VCEA.2,Misc,M,3.29,3.352,05/18/1986,58242.24,0,0,1,,,,,,,,,,,,,,,1
147,Active,Misc.Tier1.PEPRA,,VMO.2,Misc,M,2.12,2.15,08/06/1981,95637.24,0,0,1,,,,,,,,,,,,,,,1
148,Active,Misc.Tier1.Classic.2@55,,VPOA.1,Misc,F,9.08,10.994,08/28/1985,76124.04,0,0,1,,,,,,,,,,,,,,,1
149,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,0.83,17.909,05/01/1969,57325.8,0,0,1,,,,,,,,,,,,,,,1
150,Active,Police.PEPRA.2@57,,VPOA.2,Police,M,3.83,4,04/08/1984,98946.12,0,0,1,,,,,,,,,,,,,,,1
151,Active,Fire.PEPRA.2@57,,VFA.2,Fire,M,3.04,3.05,01/17/1990,106659.24,0,0,1,,,,,,,,,,,,,,,1
152,Active,Fire.Classic.30@50,,VFA.1,Fire,M,14.58,17.259,03/05/1974,99548.4,0,0,1,,,,,,,,,,,,,,,1
153,Active,Misc.Tier1.Classic.2@55,,AMG.1,Misc,F,10.04,13.509,11/17/1975,75050.64,0,0,1,,,,,,,,,,,,,,,1
154,Active,Fire.Classic.30@50,,VFA.1,Fire,M,23.87,24,11/05/1972,104526.12,0,0,1,,,,,,,,,,,,,,,1
155,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,22.34,26.414,09/06/1950,84866.4,0,0,1,,,,,,,,,,,,,,,1
156,Active,Misc.Tier1.Classic.2@55,,VMO.1,Misc,M,16.32,16.391,10/20/1960,102737.76,0,0,1,,,,,,,,,,,,,,,1
157,Active,Police.Classic.2@50,,VPOA.2,Police,M,2.62,12,06/18/1977,98946.12,0,0,1,,,,,,,,,,,,,,,1
158,Active,Police.Classic.30@50,,VPMA.1,Police,M,9.96,18.094,02/24/1974,132154.92,0,0,1,,,,,,,,,,,,,,,1
159,Active,Misc.Tier1.Classic.2@55,,VMO.1,Misc,M,16.03,16.05,01/25/1961,98898,0,0,1,,,,,,,,,,,,,,,1
160,Active,Misc.Tier1.Classic.2@55,,VCEA.1,Misc,F,14.96,15,12/29/1960,80113.2,0,0,1,,,,,,,,,,,,,,,1
161,Active,Misc.Tier1.Classic.2@55,,VMO.1,Misc,F,29.6,29.863,03/21/1962,70117.44,0,0,1,,,,,,,,,,,,,,,1
162,Active,Fire.Classic.30@50,,VFA.2,Fire,M,17.29,17.35,10/23/1976,125251.92,0,0,1,,,,,,,,,,,,,,,1
163,Active,Misc.Tier1.Classic.2@55,,VCEA.1,Misc,F,12,12,01/24/1969,64761.36,0,0,1,,,,,,,,,,,,,,,1
164,Active,Police.Classic.30@50,,VPMA.1,Police,M,15,15,07/31/1968,132154.92,0,0,1,,,,,,,,,,,,,,,1
165,Active,Misc.Tier1.PEPRA,,VMO.2,Misc,F,1.25,1.3,03/31/1957,88265.52,0,0,1,,,,,,,,,,,,,,,1
166,Active,Police.Classic.30@50,,VPOA.1,Police,M,16.04,16.05,12/08/1973,98946.12,0,0,1,,,,,,,,,,,,,,,1
167,Active,Fire.PEPRA.2@57,,VFA.2,Fire,M,1.79,1.95,05/08/1987,96742.56,0,0,1,,,,,,,,,,,,,,,1
168,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,12.49,12.6,05/01/1983,68009.28,0,0,1,,,,,,,,,,,,,,,1
169,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,12.45,12.546,03/05/1972,66362.04,0,0,1,,,,,,,,,,,,,,,1
170,Active,Police.Classic.30@50,,VPMA.2,Police,M,22.68,22.825,05/31/1967,132154.92,0,0,1,,,,,,,,,,,,,,,1
171,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,9.44,9.335,09/10/1973,76973.4,0,0,1,,,,,,,,,,,,,,,1
172,Active,Misc.Tier1.PEPRA,,EL39.3,Misc,M,0.83,0.9,01/21/1988,55947.12,0,0,1,,,,,,,,,,,,,,,1
173,Active,Misc.Tier1.Classic.2@55,,VMO.1,Misc,M,20.91,16.459,07/22/1970,87330.96,0,0,1,,,,,,,,,,,,,,,1
174,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,1.12,1.138,03/28/1971,64947.72,0,0,1,,,,,,,,,,,,,,,1
175,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,11.33,11.4,05/07/1982,76973.4,0,0,1,,,,,,,,,,,,,,,1
176,Active,Fire.Classic.30@50,,VFA.1,Fire,M,14.58,14.7,07/23/1975,104526.12,0,0,1,,,,,,,,,,,,,,,1
177,Active,Misc.Tier1.Classic.2@55,,VCEA.1,Misc,F,10.16,10.198,09/23/1972,58590.72,0,0,1,,,,,,,,,,,,,,,1
178,Active,Misc.Tier1.PEPRA,,EL39.3,Misc,M,4.29,4.3,10/30/1990,60192.24,0,0,1,,,,,,,,,,,,,,,1
179,Active,Police.Classic.30@50,,VPOA.2,Police,M,20.58,20.7,06/02/1971,98946.12,0,0,1,,,,,,,,,,,,,,,1
180,Active,Misc.Tier1.PEPRA,,EL39.3,Misc,M,0.87,2,09/20/1973,48330.48,0,0,1,,,,,,,,,,,,,,,1
181,Active,Misc.Tier1.Classic.2@55,,EL39.3,Misc,M,25.37,26.931,01/27/1969,76973.4,0,0,1,,,,,,,,,,,,,,,1
182,Active,Fire.Classic.30@50,,VFA.2,Fire,M,17.33,17.4,02/17/1976,125251.92,0,0,1,,,,,,,,,,,,,,,1
183,Active,Misc.Tier1.PEPRA,,EL39.3,Misc,M,3.61,3.75,11/24/1970,76973.4,0,0,1,,,,,,,,,,,,,,,1
184,Active,Misc.Tier1.Classic.2@55,,VPOA.1,Misc,F,19.41,19.491,10/04/1965,76124.04,0,0,1,,,,,,,,,,,,,,,1
